Mean_Intensity,Edge_Density,Motion_Mag,Entropy,Temp_C,Vib_RMS,Motion_Flag,Class_Label,Importance_Score,Decision_Label
0.256,0.51,0.216,4.976,34.96,0.335,0,4,0.092,4
0.612,0.117,0.417,2.75,34.85,0.066,0,3,0.535,0
0.618,0.041,0.379,0.828,32.15,0.737,1,3,0.468,3
0.564,0.263,0.93,4.512,26.62,0.499,0,3,0.932,3
0.201,0.556,0.285,4.94,34.04,0.77,0,0,0.231,1
0.593,0.493,0.471,1.621,26.62,0.034,0,3,0.882,1
0.562,0.341,0.187,5.106,27.06,0.14,0,3,0.766,1
0.458,0.376,0.521,5.096,29.25,0.304,1,1,0.477,1
0.302,0.093,0.857,3.015,30.31,0.497,1,4,0.874,1
0.258,0.548,0.304,4.551,29.54,0.264,0,3,0.862,6
0.173,0.514,0.811,2.891,27.65,0.569,0,4,0.714,1
0.406,0.43,0.911,3.451,27.12,0.132,1,2,0.102,5
0.451,0.308,0.073,2.303,34.59,0.481,0,1,0.16,6
0.316,0.627,0.756,1.55,29.63,0.318,1,2,0.592,6
0.385,0.573,0.255,4.309,28.19,0.407,0,4,0.245,3
0.318,0.422,0.175,0.807,30.87,0.456,1,4,0.551,5
0.485,0.248,0.601,3.524,26.37,0.048,1,2,0.561,1
0.641,0.406,0.706,4.864,32.0,0.739,0,3,0.587,0
0.198,0.378,0.395,1.84,28.48,0.629,0,1,0.57,2
0.329,0.262,0.039,2.365,31.98,0.354,1,4,0.379,5
0.185,0.206,0.909,3.561,32.14,0.438,0,0,0.21,6
0.475,0.27,0.731,1.96,34.09,0.026,0,1,0.519,5
0.537,0.377,0.272,4.783,28.3,0.398,0,2,0.495,4
0.659,0.284,0.497,2.523,30.63,0.341,0,4,0.275,6
0.267,0.179,0.028,3.534,35.62,0.3,0,4,0.051,4
0.67,0.497,0.339,1.863,33.27,0.652,1,2,0.206,5
0.138,0.35,0.523,0.995,35.75,0.146,1,0,0.551,6
0.462,0.053,0.517,1.616,35.27,0.141,0,0,0.536,3
0.134,0.246,0.208,1.017,32.11,0.417,1,4,0.134,4
0.636,0.576,0.777,3.002,28.64,0.55,0,3,0.606,1
0.418,0.493,0.299,3.557,33.57,0.018,0,0,0.423,0
0.502,0.217,0.58,1.01,32.98,0.437,1,0,0.654,3
0.599,0.61,0.272,1.225,31.89,0.239,1,3,0.888,3
0.19,0.059,0.425,3.082,32.98,0.606,1,0,0.309,0
0.123,0.625,0.208,4.556,32.14,0.375,1,3,0.347,5
0.627,0.167,0.633,3.752,31.19,0.667,1,2,0.677,1
0.289,0.016,0.426,1.292,30.16,0.318,0,1,0.949,3
0.177,0.288,0.016,4.971,26.45,0.662,1,1,0.486,6
0.381,0.24,0.028,5.112,34.66,0.573,1,2,0.169,0
0.459,0.355,0.471,2.327,34.66,0.663,1,0,0.935,6
0.119,0.52,0.183,3.695,31.94,0.65,1,1,0.47,1
0.265,0.549,0.585,3.114,28.68,0.389,1,2,0.461,5
0.12,0.267,0.408,5.228,26.28,0.294,0,1,0.54,0
0.352,0.285,0.654,3.191,26.01,0.612,0,0,0.253,1
0.637,0.105,0.952,5.312,26.73,0.289,1,3,0.785,4
0.69,0.04,0.529,1.737,29.6,0.072,0,2,0.641,6
0.482,0.42,0.787,2.424,27.88,0.687,0,1,0.955,0
0.197,0.051,0.753,4.472,28.65,0.318,0,0,0.204,1
0.644,0.48,0.922,4.483,33.0,0.106,0,1,0.619,2
0.41,0.355,0.214,4.241,35.59,0.517,1,0,0.517,6
0.192,0.137,0.827,4.84,28.07,0.712,1,0,0.895,4
0.653,0.355,0.906,4.102,30.66,0.689,0,0,0.03,6
0.554,0.127,0.393,3.79,35.91,0.444,0,0,0.761,3
0.539,0.291,0.314,2.957,35.32,0.07,0,2,0.623,0
0.526,0.522,0.952,2.995,29.52,0.557,1,3,0.608,6
0.22,0.306,0.628,2.709,29.2,0.487,0,2,0.875,1
0.227,0.105,0.381,3.715,28.42,0.168,1,1,0.59,3
0.513,0.473,0.792,2.711,27.55,0.72,1,2,0.716,3
0.232,0.13,0.304,1.493,30.6,0.069,0,2,0.646,5
0.363,0.483,0.176,1.301,29.41,0.298,1,1,0.07,3
0.569,0.317,0.544,5.145,33.45,0.076,1,3,0.113,3
0.57,0.3,0.566,0.916,28.37,0.73,0,2,0.338,1
0.372,0.555,0.826,1.296,33.36,0.028,0,0,0.676,6
0.575,0.464,0.457,2.893,28.88,0.341,0,2,0.026,5
0.603,0.031,0.815,2.036,31.93,0.689,1,1,0.773,1
0.493,0.2,0.311,2.707,32.38,0.201,0,3,0.203,5
0.237,0.567,0.575,1.352,32.72,0.084,1,2,0.56,2
0.264,0.022,0.208,1.415,27.75,0.102,1,2,0.201,2
0.289,0.359,0.385,4.563,28.83,0.324,0,1,0.176,1
0.17,0.476,0.858,4.368,28.46,0.343,1,4,0.334,5
0.264,0.408,0.216,1.29,31.76,0.574,1,4,0.922,1
0.226,0.497,0.81,3.939,26.76,0.19,1,2,0.238,2
0.373,0.474,0.283,3.664,31.18,0.561,1,0,0.049,1
0.645,0.453,0.034,4.153,26.87,0.799,1,2,0.882,0
0.163,0.536,0.11,3.03,29.37,0.691,1,4,0.439,5
0.532,0.423,0.746,2.069,32.87,0.508,1,2,0.621,0
0.512,0.268,0.262,3.919,30.13,0.752,1,0,0.886,6
0.157,0.312,0.654,2.545,28.8,0.793,0,3,0.756,6
0.654,0.469,0.699,1.829,32.16,0.456,0,2,0.797,0
0.441,0.571,0.345,2.721,33.4,0.219,0,1,0.48,6
0.318,0.184,0.475,4.387,28.55,0.732,1,0,0.687,0
0.554,0.229,0.404,3.036,28.99,0.675,0,2,0.964,3
0.254,0.606,0.947,2.209,32.4,0.068,0,4,0.89,0
0.516,0.38,0.32,4.71,35.65,0.749,1,2,0.612,5
0.124,0.125,0.183,4.944,28.14,0.293,0,4,0.085,5
0.604,0.435,0.366,2.836,32.54,0.258,0,1,0.98,2
0.369,0.644,0.67,2.561,35.07,0.275,0,3,0.225,5
0.482,0.537,0.697,3.68,30.62,0.256,1,4,0.361,6
0.233,0.487,0.924,1.072,29.17,0.413,1,2,0.14,3
0.506,0.143,0.882,4.049,32.67,0.464,1,1,0.167,6
0.563,0.571,0.288,4.477,26.31,0.341,1,0,0.796,6
0.384,0.347,0.455,2.668,29.6,0.33,1,2,0.128,2
0.471,0.579,0.747,1.621,28.58,0.59,1,0,0.189,4
0.374,0.221,0.917,0.935,28.25,0.002,1,4,0.171,4
0.636,0.05,0.337,3.795,27.8,0.758,1,1,0.37,1
0.399,0.315,0.444,2.064,33.37,0.572,0,3,0.695,3
0.605,0.183,0.899,2.98,35.55,0.566,0,2,0.644,6
0.581,0.468,0.358,2.616,29.85,0.338,0,1,0.725,0
0.346,0.623,0.481,1.622,26.49,0.773,0,1,0.727,4
0.238,0.452,0.905,3.189,33.19,0.0,0,3,0.003,3
0.344,0.578,0.802,2.96,31.38,0.061,0,4,0.685,0
0.596,0.3,0.243,3.733,33.24,0.643,1,3,0.685,6
0.237,0.504,0.325,1.984,32.48,0.591,0,3,0.062,4
0.415,0.55,0.353,1.809,35.05,0.217,1,3,0.427,1
0.584,0.465,0.913,4.627,27.4,0.476,0,0,0.079,2
0.312,0.335,0.999,4.1,27.69,0.426,0,2,0.191,1
0.485,0.411,0.774,4.429,29.42,0.422,1,3,0.49,4
0.247,0.458,0.484,1.379,30.91,0.476,0,2,0.012,2
0.166,0.172,0.01,1.853,35.26,0.795,0,3,0.095,4
0.577,0.528,0.697,3.505,35.07,0.79,1,4,0.085,4
0.159,0.618,0.389,4.829,34.72,0.785,1,4,0.125,0
0.263,0.308,0.633,4.993,28.23,0.439,1,3,0.05,3
0.613,0.459,0.607,4.71,33.3,0.254,1,1,0.612,5
0.308,0.482,0.481,1.004,29.83,0.448,0,2,0.179,6
0.684,0.434,0.944,4.658,35.31,0.498,1,4,0.863,2
0.688,0.36,0.023,5.026,28.15,0.249,0,0,0.885,6
0.261,0.574,0.712,1.067,27.41,0.506,0,1,0.691,6
0.125,0.297,0.41,2.757,34.42,0.498,1,4,0.065,5
0.523,0.049,0.714,3.322,33.17,0.723,1,1,0.892,6
0.371,0.551,0.675,1.894,34.21,0.19,1,2,0.419,1
0.16,0.441,0.01,3.228,27.58,0.558,1,1,0.181,2
0.525,0.554,0.285,4.964,34.85,0.361,0,0,0.779,3
0.119,0.099,0.189,4.875,32.78,0.104,0,1,0.347,5
0.622,0.03,0.167,5.217,32.52,0.253,0,4,0.506,3
0.183,0.608,0.728,3.075,31.83,0.046,1,0,0.743,3
0.176,0.105,0.24,2.73,33.65,0.255,1,2,0.101,0
0.205,0.528,0.475,3.929,30.16,0.055,0,4,0.17,4
0.676,0.537,0.247,2.759,27.33,0.74,0,2,0.969,1
0.516,0.464,0.58,0.997,31.39,0.081,1,3,0.714,5
0.581,0.094,0.721,4.184,33.48,0.654,0,4,0.231,1
0.339,0.437,0.331,2.121,27.54,0.725,1,1,0.574,1
0.302,0.579,0.603,1.031,28.24,0.374,1,2,0.188,6
0.241,0.282,0.825,0.897,32.97,0.043,1,1,0.865,2
0.388,0.275,0.094,5.177,28.7,0.477,1,0,0.449,0
0.431,0.293,0.711,1.985,27.7,0.188,0,2,0.807,0
0.479,0.063,0.323,2.905,34.89,0.141,1,2,0.972,6
0.254,0.581,0.123,5.268,27.61,0.453,0,0,0.981,1
0.669,0.566,0.546,2.997,29.44,0.285,0,0,0.138,1
0.202,0.649,0.226,1.169,30.28,0.584,0,0,0.945,5
0.679,0.385,0.821,3.394,30.76,0.473,0,0,0.27,3
0.109,0.491,0.043,1.215,29.61,0.663,0,3,0.36,2
0.389,0.14,0.099,1.247,35.13,0.047,1,2,0.063,6
0.3,0.437,0.521,4.802,32.59,0.188,0,3,0.646,3
0.369,0.426,0.589,2.16,29.59,0.454,0,3,0.644,4
0.442,0.587,0.73,3.99,29.58,0.704,0,1,0.777,3
0.361,0.542,0.259,3.192,31.03,0.651,0,2,0.946,4
0.349,0.611,0.842,1.845,26.34,0.544,1,2,0.428,4
0.54,0.566,0.953,3.234,35.27,0.459,0,2,0.407,3
0.512,0.566,0.499,1.124,28.23,0.505,1,2,0.639,6
0.6,0.051,0.761,2.432,32.98,0.171,0,0,0.667,6
0.25,0.551,0.525,3.257,33.78,0.476,1,4,0.445,6
0.466,0.399,0.069,1.873,34.27,0.395,0,1,0.919,1
0.451,0.253,0.326,3.903,27.66,0.308,0,1,0.052,3
0.322,0.046,0.087,1.044,31.37,0.71,1,0,0.756,4
0.392,0.444,0.989,3.079,26.84,0.664,1,3,0.208,0
0.288,0.22,0.229,4.16,34.05,0.061,1,4,0.495,4
0.185,0.309,0.636,2.821,30.86,0.789,1,1,0.851,5
0.228,0.446,0.284,4.911,27.58,0.184,0,3,0.33,2
0.163,0.594,0.653,3.771,33.19,0.172,0,2,0.9,0
0.51,0.538,0.21,5.305,29.31,0.755,0,4,0.451,3
0.496,0.298,0.785,2.135,27.15,0.356,1,4,0.703,4
0.67,0.258,0.111,5.212,30.61,0.644,0,2,0.723,5
0.538,0.163,0.895,3.652,28.35,0.231,1,1,0.261,0
0.131,0.248,0.84,4.302,35.5,0.699,1,4,0.901,1
0.631,0.081,0.679,5.04,29.61,0.666,0,0,0.125,3
0.618,0.632,0.067,3.391,31.72,0.416,0,0,0.59,4
0.366,0.377,0.209,4.852,35.48,0.564,1,0,0.929,5
0.452,0.092,0.859,3.346,29.94,0.771,0,4,0.031,2
0.686,0.236,0.122,3.616,29.58,0.362,1,1,0.531,1
0.419,0.36,0.156,2.892,27.62,0.395,1,3,0.246,2
0.643,0.351,0.544,1.485,35.38,0.578,0,1,0.192,0
0.15,0.033,0.274,3.401,34.01,0.309,1,3,0.234,2
0.215,0.619,0.222,5.394,28.21,0.769,1,4,0.903,4
0.364,0.186,0.576,4.5,29.33,0.032,0,2,0.426,4
0.451,0.02,0.373,4.313,35.15,0.323,0,3,0.236,2
0.59,0.059,0.141,3.824,31.37,0.571,0,3,0.928,0
0.693,0.381,0.535,2.435,31.56,0.344,1,1,0.322,4
0.333,0.098,0.387,1.597,32.48,0.207,1,4,0.723,6
0.128,0.037,0.735,1.855,33.62,0.331,1,1,0.537,4
0.581,0.253,0.103,0.83,35.39,0.705,1,4,0.679,2
0.463,0.409,0.621,3.965,34.02,0.438,1,3,0.183,2
0.219,0.082,0.436,4.616,35.35,0.268,1,2,0.679,0
0.397,0.211,0.406,2.064,34.21,0.537,1,4,0.906,1
0.545,0.277,0.232,1.232,26.46,0.489,0,3,0.101,3
0.562,0.112,0.03,2.378,27.18,0.448,0,2,0.327,3
0.4,0.334,0.848,2.173,34.85,0.313,1,1,0.973,3
0.283,0.065,0.326,2.919,26.28,0.058,0,1,0.225,2
0.684,0.04,0.681,2.041,33.94,0.497,0,4,0.06,4
0.498,0.343,0.948,2.397,34.5,0.336,1,4,0.055,4
0.345,0.169,0.565,5.066,30.15,0.343,1,4,0.275,5
0.268,0.071,0.397,2.374,29.55,0.187,0,1,0.495,6
0.539,0.281,0.268,4.492,27.94,0.2,1,4,0.269,1
0.245,0.596,0.934,3.741,26.49,0.63,1,3,0.281,6
0.203,0.473,0.682,2.386,33.45,0.383,1,0,0.831,4
0.418,0.532,0.665,4.644,26.74,0.087,0,0,0.767,2
0.274,0.568,0.426,3.597,35.45,0.037,0,4,0.311,0
0.477,0.632,0.845,0.841,28.97,0.18,1,3,0.345,0
0.171,0.498,0.714,1.123,33.94,0.39,0,3,0.97,5
0.493,0.399,0.283,4.337,26.6,0.494,0,3,0.95,3
0.27,0.244,0.6,2.899,31.36,0.115,0,2,0.973,3
0.1,0.126,0.43,2.706,29.49,0.347,1,3,0.939,0
0.176,0.449,0.007,1.485,26.3,0.058,1,1,0.628,3
0.66,0.647,0.808,1.539,32.56,0.03,1,1,0.308,3
0.62,0.309,0.123,4.549,35.43,0.691,1,3,0.969,1
0.24,0.473,0.51,4.696,26.11,0.527,1,0,0.743,6
0.567,0.327,0.336,3.432,28.7,0.625,1,2,0.711,6
0.465,0.286,0.342,2.187,33.04,0.146,1,1,0.798,0
0.683,0.273,0.477,5.184,34.71,0.258,1,1,0.598,1
0.324,0.333,0.997,3.733,27.91,0.355,0,1,0.583,5
0.509,0.245,0.408,4.544,26.71,0.526,1,2,0.361,3
0.138,0.489,0.182,0.815,26.09,0.428,0,3,0.151,4
0.338,0.57,0.614,2.917,28.15,0.441,0,2,0.439,5
0.678,0.575,0.236,4.893,26.71,0.126,1,3,0.517,6
0.423,0.156,0.106,2.39,29.59,0.38,0,4,0.878,3
0.273,0.583,0.05,4.215,30.4,0.659,1,1,0.402,3
0.172,0.229,0.023,3.891,30.8,0.408,1,0,0.883,1
0.522,0.208,0.431,1.515,27.42,0.16,0,2,0.318,2
0.487,0.475,0.427,4.442,30.64,0.331,1,2,0.945,5
0.324,0.205,0.186,1.329,26.09,0.604,0,1,0.039,2
0.671,0.044,0.784,4.221,28.39,0.108,0,1,0.525,4
0.113,0.249,0.129,5.458,29.69,0.464,0,0,0.322,6
0.282,0.472,0.915,5.303,27.18,0.772,0,0,0.294,3
0.653,0.219,0.588,4.561,34.14,0.304,1,1,0.079,6
0.293,0.413,0.028,3.312,28.01,0.035,1,3,0.681,2
0.251,0.432,0.963,3.972,33.55,0.506,1,1,0.393,4
0.421,0.48,0.308,4.222,30.74,0.038,1,0,0.949,3
0.594,0.584,0.45,0.839,30.8,0.153,0,1,0.712,0
0.162,0.287,0.284,1.281,32.45,0.039,0,0,0.443,5
0.666,0.117,0.728,3.606,26.44,0.137,0,4,0.627,4
0.577,0.214,0.486,0.831,26.79,0.684,1,3,0.066,6
0.209,0.287,0.132,5.072,29.27,0.588,1,0,0.589,2
0.527,0.467,0.104,3.101,30.17,0.273,0,2,0.666,3
0.331,0.018,0.725,2.012,30.3,0.718,1,2,0.106,4
0.341,0.212,0.237,2.651,32.77,0.532,1,3,0.682,1
0.57,0.509,0.138,4.799,26.01,0.358,0,3,0.474,6
0.678,0.439,0.499,5.158,35.59,0.055,1,2,0.48,6
0.176,0.478,0.803,1.346,27.74,0.585,0,4,0.724,6
0.352,0.53,0.279,4.456,28.49,0.3,1,4,0.45,5
0.389,0.511,0.276,3.518,35.06,0.242,0,0,0.234,4
0.326,0.447,0.834,3.552,26.05,0.231,1,3,0.298,2
0.318,0.291,0.148,4.463,35.91,0.006,1,2,0.738,6
0.131,0.64,0.617,1.847,26.36,0.594,0,3,0.071,3
0.511,0.374,0.955,3.296,27.21,0.116,0,2,0.841,0
0.362,0.14,0.841,2.301,28.4,0.417,1,2,0.582,5
0.217,0.197,0.062,1.244,30.39,0.013,1,0,0.727,0
0.59,0.454,0.32,1.294,31.18,0.502,0,3,0.344,4
0.582,0.602,0.142,1.441,27.05,0.296,1,4,0.223,1
0.392,0.124,0.949,3.69,26.74,0.505,1,3,0.805,0
0.279,0.063,0.986,1.297,26.32,0.072,0,2,0.102,1
0.483,0.574,0.235,3.479,28.57,0.213,0,4,0.166,4
0.273,0.596,0.67,3.565,35.22,0.088,1,2,0.285,3
0.242,0.187,0.842,5.048,29.9,0.517,0,3,0.351,5
0.538,0.251,0.234,3.744,33.64,0.087,0,2,0.204,3
0.124,0.433,0.188,5.432,27.9,0.494,0,1,0.913,0
0.157,0.221,0.011,0.946,26.65,0.108,1,4,0.027,0
0.104,0.571,0.412,4.109,31.54,0.755,1,0,0.803,0
0.192,0.079,0.899,0.924,34.22,0.333,1,1,0.411,0
0.141,0.034,0.903,4.228,34.98,0.101,0,2,0.836,4
0.697,0.143,0.128,2.613,31.46,0.033,0,3,0.796,1
0.273,0.193,0.204,3.673,28.94,0.264,0,2,0.121,6
0.19,0.082,0.408,2.255,27.1,0.713,1,0,0.666,5
0.245,0.052,0.781,1.548,32.68,0.115,0,3,0.378,6
0.662,0.494,0.612,4.201,28.8,0.633,0,4,0.821,2
0.412,0.115,0.514,5.052,34.44,0.334,0,4,0.851,4
0.319,0.595,0.592,1.663,32.05,0.642,1,2,0.189,0
0.624,0.246,0.096,5.127,34.59,0.699,0,1,0.479,0
0.337,0.439,0.478,1.459,31.67,0.798,1,3,0.594,5
0.301,0.154,0.992,4.258,33.72,0.055,1,1,0.544,6
0.224,0.164,0.088,5.309,28.94,0.637,0,2,0.252,5
0.327,0.378,0.519,1.493,31.03,0.056,1,3,0.272,0
0.29,0.369,0.296,2.845,26.19,0.252,1,4,0.858,2
0.506,0.502,0.54,2.386,32.08,0.517,1,4,0.033,5
0.274,0.495,0.574,2.626,31.34,0.358,1,2,0.262,5
0.446,0.439,0.577,4.34,33.55,0.452,1,3,0.223,1
0.14,0.297,0.852,3.908,33.29,0.773,1,2,0.371,0
0.215,0.58,0.39,5.353,32.28,0.655,1,4,0.686,3
0.344,0.408,0.516,1.672,26.57,0.291,0,0,0.532,0
0.662,0.644,0.011,3.353,35.03,0.48,1,1,0.541,2
0.326,0.534,0.79,2.911,26.18,0.039,0,2,0.731,2
0.498,0.038,0.259,5.119,34.03,0.362,1,0,0.812,2
0.253,0.215,0.817,0.85,30.79,0.487,1,4,0.16,5
0.176,0.376,0.266,5.449,34.18,0.572,0,2,0.108,2
0.135,0.472,0.011,3.055,30.65,0.721,0,4,0.301,4
0.283,0.362,0.155,3.74,32.47,0.226,1,4,0.828,0
0.195,0.513,0.986,2.492,29.63,0.722,0,2,0.542,3
0.204,0.191,0.32,4.807,33.44,0.529,1,0,0.143,4
0.556,0.128,0.109,3.441,28.54,0.062,1,2,0.164,5
0.11,0.045,0.119,3.915,33.19,0.304,1,4,0.898,5
0.435,0.377,0.31,3.85,27.93,0.381,0,3,0.367,1
0.328,0.451,0.038,2.511,33.22,0.282,1,4,0.255,4
0.404,0.219,0.511,1.157,28.94,0.093,1,2,0.694,0
0.438,0.403,0.214,4.596,28.79,0.441,0,0,0.861,4
0.288,0.043,0.519,2.162,34.11,0.105,1,4,0.442,2
0.277,0.074,0.141,4.79,34.14,0.732,1,0,0.791,6
0.54,0.459,0.43,3.661,32.91,0.692,0,0,0.43,4
0.623,0.246,0.598,2.462,35.24,0.38,0,1,0.691,5
0.216,0.44,0.062,3.593,27.56,0.054,1,0,0.575,6
0.159,0.542,0.399,3.834,28.69,0.442,0,4,0.894,2
0.639,0.556,0.303,4.121,28.94,0.474,1,4,0.325,4
0.31,0.12,0.24,4.665,29.05,0.711,0,2,0.77,1
0.431,0.321,0.605,1.551,29.28,0.054,0,2,0.684,0
0.316,0.48,0.589,5.237,32.97,0.554,1,0,0.839,0
0.175,0.505,0.631,2.731,28.71,0.45,1,3,0.608,5
0.454,0.512,0.159,4.844,28.86,0.14,0,4,0.46,4
0.415,0.156,0.286,1.836,31.7,0.097,1,0,0.049,2
0.222,0.133,0.21,0.936,27.93,0.555,1,2,0.84,1
0.371,0.388,0.541,3.495,29.65,0.272,0,4,0.91,2
0.578,0.484,0.461,2.326,26.58,0.8,0,1,0.45,0
0.454,0.214,0.33,5.427,35.53,0.715,1,2,0.222,5
0.158,0.077,0.786,1.291,29.17,0.453,0,1,0.647,6
0.429,0.469,0.094,1.022,34.5,0.513,0,4,0.122,2
0.522,0.202,0.975,1.012,31.3,0.127,1,3,0.041,6
0.576,0.116,0.117,1.819,28.28,0.715,1,0,0.29,1
0.477,0.105,0.773,3.522,27.93,0.367,1,0,0.68,6
0.192,0.212,0.368,3.176,32.95,0.417,1,3,0.814,1
0.526,0.389,0.865,2.445,35.65,0.699,0,0,0.157,2
0.506,0.239,0.074,1.217,27.83,0.005,1,0,0.946,3
0.115,0.023,0.375,1.899,27.15,0.395,0,1,0.552,1
0.347,0.072,0.335,1.665,29.87,0.501,1,0,0.925,6
0.3,0.196,0.993,4.305,29.94,0.127,0,1,0.15,1
0.502,0.432,0.986,4.466,34.06,0.055,0,0,0.458,3
0.23,0.073,0.19,4.452,30.69,0.428,1,0,0.431,0
0.455,0.369,0.63,5.354,26.62,0.438,0,2,0.412,5
0.648,0.087,0.536,4.956,35.21,0.264,0,3,0.931,5
0.579,0.145,0.154,3.14,29.73,0.706,1,2,0.849,6
0.653,0.12,0.168,2.75,32.69,0.241,1,0,0.794,6
0.687,0.053,0.989,5.104,32.67,0.413,1,1,0.286,4
0.106,0.44,0.453,3.673,26.56,0.149,0,0,0.339,4
0.474,0.307,0.126,2.184,26.04,0.009,0,4,0.259,6
0.348,0.542,0.215,3.453,26.88,0.341,0,4,0.793,4
0.616,0.073,0.268,5.463,35.57,0.422,0,4,0.393,4
0.251,0.103,0.511,4.793,33.94,0.612,0,4,0.979,0
0.689,0.206,0.336,2.122,27.32,0.359,0,0,0.364,3
0.468,0.5,0.455,5.279,32.15,0.223,1,4,0.17,1
0.576,0.206,0.166,5.413,32.12,0.483,1,3,0.93,5
0.151,0.271,0.327,1.886,26.01,0.305,0,0,0.783,0
0.21,0.203,0.07,5.009,30.29,0.187,1,2,0.583,4
0.555,0.061,0.89,4.951,33.12,0.728,1,0,0.858,2
0.113,0.611,0.199,0.987,27.87,0.429,1,1,0.949,4
0.59,0.361,0.757,3.948,34.51,0.16,0,3,0.861,0
0.108,0.514,0.35,2.235,32.6,0.537,0,0,0.905,0
0.494,0.431,0.474,3.971,26.07,0.642,0,2,0.271,1
0.319,0.339,0.291,5.094,34.55,0.607,1,1,0.511,2
0.467,0.067,0.696,3.144,26.19,0.48,1,1,0.795,4
0.518,0.421,0.845,2.748,34.88,0.416,0,2,0.526,2
0.305,0.109,0.286,5.131,29.34,0.622,1,2,0.642,3
0.165,0.275,0.242,5.378,32.99,0.566,0,2,0.923,3
0.142,0.413,0.681,1.093,33.87,0.457,0,2,0.295,5
0.453,0.511,0.195,5.137,28.81,0.526,1,4,0.539,6
0.412,0.448,0.64,1.189,29.56,0.135,1,3,0.564,6
0.545,0.44,0.094,2.385,31.1,0.016,1,2,0.36,6
0.406,0.105,0.62,4.384,31.83,0.745,0,4,0.368,1
0.353,0.232,0.513,4.452,28.92,0.748,1,0,0.769,2
0.339,0.037,0.114,4.211,35.92,0.63,1,1,0.93,0
0.116,0.47,0.649,0.984,33.37,0.298,1,0,0.634,4
0.301,0.62,0.447,1.425,28.74,0.121,1,0,0.488,0
0.686,0.179,0.217,5.2,32.4,0.286,0,4,0.75,5
0.624,0.066,0.353,1.183,30.35,0.581,1,4,0.998,3
0.298,0.314,0.492,1.169,34.6,0.268,0,2,0.082,6
0.453,0.558,0.092,4.728,29.29,0.637,0,2,0.652,2
0.608,0.363,0.958,3.814,27.88,0.538,1,4,0.556,1
0.365,0.04,0.666,2.453,26.46,0.504,1,3,0.61,2
0.111,0.634,0.103,1.579,35.84,0.744,0,2,0.023,3
0.145,0.54,0.823,4.956,29.59,0.715,0,0,0.956,0
0.406,0.094,0.323,5.446,28.21,0.569,1,2,0.085,2
0.682,0.6,0.597,1.035,30.92,0.159,1,2,0.307,2
0.516,0.298,0.277,3.404,28.92,0.751,0,3,0.298,6
0.143,0.248,0.733,2.028,28.33,0.182,1,4,0.733,6
0.214,0.305,0.723,4.712,32.16,0.298,0,3,0.671,6
0.563,0.544,0.552,2.427,26.75,0.661,1,2,0.062,6
0.605,0.432,0.241,4.159,31.09,0.167,1,3,0.15,5
0.471,0.048,0.254,3.336,29.87,0.511,0,2,0.319,4
0.487,0.623,0.383,3.345,31.33,0.366,0,3,0.704,1
0.117,0.105,0.145,4.833,29.2,0.499,0,1,0.929,1
0.597,0.487,0.338,3.011,31.7,0.766,0,1,0.315,4
0.573,0.417,0.684,4.774,26.82,0.647,0,2,0.526,5
0.255,0.13,0.831,2.508,29.76,0.237,0,3,0.373,4
0.525,0.119,0.333,1.621,28.37,0.046,1,2,0.577,3
0.229,0.567,0.234,2.941,30.38,0.774,1,3,0.628,0
0.124,0.279,0.833,3.142,29.98,0.468,1,4,0.518,4
0.221,0.429,0.891,3.048,32.31,0.138,1,3,0.389,3
0.207,0.333,0.41,4.599,32.29,0.502,0,3,0.88,0
0.303,0.476,0.027,3.454,30.13,0.034,0,2,0.802,2
0.351,0.317,0.695,4.976,27.82,0.15,0,3,0.998,4
0.405,0.194,0.784,3.217,31.82,0.506,0,2,0.413,1
0.386,0.243,0.018,1.856,35.67,0.322,1,2,0.039,1
0.262,0.56,0.595,1.409,27.85,0.26,1,0,0.651,6
0.118,0.31,0.588,4.881,26.69,0.524,1,2,0.783,2
0.463,0.147,0.379,1.064,28.65,0.693,1,3,0.937,2
0.337,0.608,0.75,1.353,30.13,0.543,0,1,0.01,5
0.279,0.52,0.428,1.099,29.06,0.371,1,4,0.88,2
0.62,0.046,0.677,2.792,34.35,0.527,0,3,0.517,3
0.548,0.649,0.517,3.303,30.93,0.557,1,3,0.375,5
0.615,0.455,0.248,0.893,28.46,0.62,1,3,0.222,6
0.397,0.113,0.607,3.223,35.5,0.246,0,0,0.814,2
0.179,0.162,0.737,2.651,27.25,0.092,1,1,0.364,3
0.518,0.453,0.974,4.436,27.23,0.546,0,3,0.605,4
0.224,0.509,0.38,4.701,28.45,0.097,1,2,0.512,4
0.365,0.163,0.064,4.019,26.77,0.37,0,1,0.263,3
0.139,0.174,0.988,3.025,33.52,0.185,1,1,0.788,5
0.595,0.207,0.624,1.816,29.13,0.266,0,3,0.298,0
0.176,0.393,0.946,4.781,33.3,0.376,1,2,0.787,0
0.642,0.12,0.104,2.406,33.63,0.717,1,1,0.41,4
0.619,0.077,0.342,2.475,28.38,0.544,0,4,0.03,4
0.379,0.444,0.134,5.105,31.18,0.137,1,2,0.767,0
0.547,0.509,0.836,5.385,31.2,0.704,0,1,0.899,0
0.472,0.331,0.88,5.021,34.71,0.4,1,1,0.12,3
0.582,0.243,0.501,5.492,26.26,0.163,0,2,0.585,0
0.359,0.287,0.187,4.884,29.17,0.422,0,0,0.072,1
